,論文の発行年,論文が発行された媒体,媒体の巻号,論文タイトル,著者,媒体のページ数
2267,2011,"学術講演梗概集. D-2, 環境工学II, 熱, 湿気, 温熱感, 自然エネルギー, 気流・換気・排煙, 数値流体, 空気清浄, 暖冷房・空調, 熱源設備, 設備応用",2011,"41194 住宅開口部へのダイナミックインシュレーションの適用 その4 : サッシフレーム形状における熱性能の検討(熱性能シミュレーション,環境工学II)",佐脇 哲史 / 加藤 信介 / 李 時桓 / 田中 美穂 / 大浦 豊 / 野村 吉和 / 森 勝彦,395-396
2268,2011,"学術講演梗概集. D-2, 環境工学II, 熱, 湿気, 温熱感, 自然エネルギー, 気流・換気・排煙, 数値流体, 空気清浄, 暖冷房・空調, 熱源設備, 設備応用",2011,"41195 住宅開口部へのダイナミックインシュレーションの適用 その5 : 複層ガラスにおける空気層厚みとLow-Eフィルムの付着有無による断熱性能検討(熱性能シミュレーション,環境工学II)",平下 幸孝 / 李 時桓 / 加藤 信介 / 田中 美穂 / 野村 吉和 / 森 勝彦 / 大浦 豊 / 佐脇 哲史,397-398
2269,2011,"学術講演梗概集. D-2, 環境工学II, 熱, 湿気, 温熱感, 自然エネルギー, 気流・換気・排煙, 数値流体, 空気清浄, 暖冷房・空調, 熱源設備, 設備応用",2011,"41196 住宅開口部へのダイナミックインシュレーションの適用 その6 : 複層ガラスに適用した外気導入型エアフローウィンドウの断熱性能検討(熱性能シミュレーション,環境工学II)",森 勝彦 / 李 時桓 / 加藤 信介 / 田中 美穂 / 野村 吉和 / 大浦 豊 / 佐脇 哲史,399-400
2270,2011,"学術講演梗概集. D-2, 環境工学II, 熱, 湿気, 温熱感, 自然エネルギー, 気流・換気・排煙, 数値流体, 空気清浄, 暖冷房・空調, 熱源設備, 設備応用",2011,"41197 戸建て住宅の部分断熱による効果に関する研究 : その3 簡易予測モデルの提案(熱性能シミュレーション,環境工学II)",長谷川 英司 / 岩前 篤,401-402
2271,2011,"学術講演梗概集. D-2, 環境工学II, 熱, 湿気, 温熱感, 自然エネルギー, 気流・換気・排煙, 数値流体, 空気清浄, 暖冷房・空調, 熱源設備, 設備応用",2011,"41198 関西地域に適した高気密・高断熱住宅仕様に関する研究 その3 : 断熱仕様の実態に合わせた検討(熱性能シミュレーション,環境工学II)",木村 友人 / 岩前 篤 / 山田 淳 / 渡辺 八重子 / 中村 和弘,403-404
2272,2011,"学術講演梗概集. D-2, 環境工学II, 熱, 湿気, 温熱感, 自然エネルギー, 気流・換気・排煙, 数値流体, 空気清浄, 暖冷房・空調, 熱源設備, 設備応用",2011,"41199 TRNSYS17とTRNSYS3Dを用いた戸建住宅における遮熱瓦の熱負荷抑制効果の試算(伝熱シミュレーション(1),環境工学II)",吉永 美香,405-406
2273,2011,"学術講演梗概集. D-2, 環境工学II, 熱, 湿気, 温熱感, 自然エネルギー, 気流・換気・排煙, 数値流体, 空気清浄, 暖冷房・空調, 熱源設備, 設備応用",2011,"41200 貫流熱解析プログラム『TB2D/BEM』の精度検証結果(伝熱シミュレーション(1),環境工学II)",宮澤 千顕 / 伊丹 清 / 二宮 秀與,407-408
2274,2011,"学術講演梗概集. D-2, 環境工学II, 熱, 湿気, 温熱感, 自然エネルギー, 気流・換気・排煙, 数値流体, 空気清浄, 暖冷房・空調, 熱源設備, 設備応用",2011,"41201 室内環境評価・予測のためのデザインツールの研究 : その1. PASSWORKとESP-rの比較(伝熱シミュレーション(1),環境工学II)",武政 孝治 / 宮岡 大 / 小玉 祐一郎 / 松元 良枝,409-410
2275,2011,"学術講演梗概集. D-2, 環境工学II, 熱, 湿気, 温熱感, 自然エネルギー, 気流・換気・排煙, 数値流体, 空気清浄, 暖冷房・空調, 熱源設備, 設備応用",2011,"41202 室内環境評価・予測のためのデザインツールの研究 : その2 自然室温変動(伝熱シミュレーション(1),環境工学II)",宮岡 大 / 武政 孝治 / 小玉 祐一郎 / 松元 良枝,411-412
2276,2011,"学術講演梗概集. D-2, 環境工学II, 熱, 湿気, 温熱感, 自然エネルギー, 気流・換気・排煙, 数値流体, 空気清浄, 暖冷房・空調, 熱源設備, 設備応用",2011,"41203 外気導入建物蓄熱の伝熱シミュレーションモデルの検討と実測値による検証(伝熱シミュレーション(1),環境工学II)",山際 将司 / 相良 和伸 / 山中 俊夫 / 甲谷 寿史 / 桃井 良尚,413-414
2277,2011,"学術講演梗概集. D-2, 環境工学II, 熱, 湿気, 温熱感, 自然エネルギー, 気流・換気・排煙, 数値流体, 空気清浄, 暖冷房・空調, 熱源設備, 設備応用",2011,"41204 環境配慮型住宅の快適性及び省エネルギー性に関する研究 : その2 エアコンと床暖房の熱負荷の比較(伝熱シミュレーション(2),環境工学II)",奥田 有規 / 赤司 泰義 / 尾崎 明仁 / 住吉 大輔 / 熊埜御堂 令,415-416
2278,2011,"学術講演梗概集. D-2, 環境工学II, 熱, 湿気, 温熱感, 自然エネルギー, 気流・換気・排煙, 数値流体, 空気清浄, 暖冷房・空調, 熱源設備, 設備応用",2011,"41205 環境配慮型住宅の快適性及び省エネルギー性に関する研究 : その3 燃料電池と床暖房の併用効果(伝熱シミュレーション(2),環境工学II)",熊埜御堂 令 / 赤司 泰義 / 尾崎 明仁 / 住吉 大輔 / 奥田 有規,417-418
2279,2011,"学術講演梗概集. D-2, 環境工学II, 熱, 湿気, 温熱感, 自然エネルギー, 気流・換気・排煙, 数値流体, 空気清浄, 暖冷房・空調, 熱源設備, 設備応用",2011,"41206 積雪寒冷地における集合住宅の無暖房化に関する研究 : その2 中間階の住戸位置による暖房負荷低減効果の検討(伝熱シミュレーション(2),環境工学II)",横山 真由 / 菊田 弘輝 / 羽山 広文 / 尾身 佳樹,419-420
2280,2011,"学術講演梗概集. D-2, 環境工学II, 熱, 湿気, 温熱感, 自然エネルギー, 気流・換気・排煙, 数値流体, 空気清浄, 暖冷房・空調, 熱源設備, 設備応用",2011,"41207 伝統構法及び現代構法を想定した室内温熱環境シミュレーションと評価 : その2 土壁の有無・開口率等をパラメーターとした自然室温の検討(夏季)(伝熱シミュレーション(2),環境工学II)",太田 昌宏 / 宇野 勇治 / 堀越 哲美,421-422
2281,2011,"学術講演梗概集. D-2, 環境工学II, 熱, 湿気, 温熱感, 自然エネルギー, 気流・換気・排煙, 数値流体, 空気清浄, 暖冷房・空調, 熱源設備, 設備応用",2011,"41208 モロッコ日干し煉瓦住居における温熱・風環境シミュレーション : 中庭からの日射と風が住居に及ぼす影響の検証(伝熱シミュレーション(2),環境工学II)",盛川 岳穂 / 出口 清孝,423-424
2282,2011,"学術講演梗概集. D-2, 環境工学II, 熱, 湿気, 温熱感, 自然エネルギー, 気流・換気・排煙, 数値流体, 空気清浄, 暖冷房・空調, 熱源設備, 設備応用",2011,"41209 実測とCFD解析による韓国伝統住居オンドルの温熱環境調査(伝熱シミュレーション(2),環境工学II)",阿久津 栄将 / 出口 清孝 / 朴 賛弼,425-426
2283,2011,"学術講演梗概集. D-2, 環境工学II, 熱, 湿気, 温熱感, 自然エネルギー, 気流・換気・排煙, 数値流体, 空気清浄, 暖冷房・空調, 熱源設備, 設備応用",2011,"41210 次世代型エコホスピタルに関する研究 : 第1報 4床病室の快適性と省エネ性を向上させる要素技術(病院の省エネルギー・温熱環境,環境工学II)",熊野 直人 / 田辺 新一 / 鈴木 道哉 / 村上 宏次 / 山口 一 / 辻 裕次,427-428
2284,2011,"学術講演梗概集. D-2, 環境工学II, 熱, 湿気, 温熱感, 自然エネルギー, 気流・換気・排煙, 数値流体, 空気清浄, 暖冷房・空調, 熱源設備, 設備応用",2011,"41211 次世代型エコホスピタルに関する研究 : 第2報 4床病室向け放射空調システムに関する実験(病院の省エネルギー・温熱環境,環境工学II)",町田 晃一 / 山口 一 / 辻 裕次 / 大塚 俊裕 / 吉澤 茂之 / 川上 梨沙,429-430
2285,2011,"学術講演梗概集. D-2, 環境工学II, 熱, 湿気, 温熱感, 自然エネルギー, 気流・換気・排煙, 数値流体, 空気清浄, 暖冷房・空調, 熱源設備, 設備応用",2011,"41212 次世代型エコホスピタルに関する研究 : 第3報 病室の局所換気効率に関する研究(病院の省エネルギー・温熱環境,環境工学II)",辻 裕次 / 山口 一 / 大塚 俊裕 / 川上 梨沙 / 町田 晃一 / 吉澤 茂之 / 三浦 靖弘,431-432
2286,2011,"学術講演梗概集. D-2, 環境工学II, 熱, 湿気, 温熱感, 自然エネルギー, 気流・換気・排煙, 数値流体, 空気清浄, 暖冷房・空調, 熱源設備, 設備応用",2011,"41213 次世代型エコホスピタルに関する研究 : 第4報 半導体センサーを用いた換気制御(臭気除去)の検証(病院の省エネルギー・温熱環境,環境工学II)",山口 一 / 大塚 俊裕 / 川上 梨沙 / 冨岡 一之 / 真継 常義,433-434
2287,2011,"学術講演梗概集. D-2, 環境工学II, 熱, 湿気, 温熱感, 自然エネルギー, 気流・換気・排煙, 数値流体, 空気清浄, 暖冷房・空調, 熱源設備, 設備応用",2011,"41214 次世代型エコホスピタルに関する研究 : 第5報 病院患者を想定した被験者実験(病院の省エネルギー・温熱環境,環境工学II)",吉澤 茂之 / 熊野 直人 / 辻 裕次 / 町田 晃一 / 川上 梨沙 / 瀬沼 央 / 田辺 新一,435-436
2288,2011,"学術講演梗概集. D-2, 環境工学II, 熱, 湿気, 温熱感, 自然エネルギー, 気流・換気・排煙, 数値流体, 空気清浄, 暖冷房・空調, 熱源設備, 設備応用",2011,"41215 次世代型エコホスピタルに関する研究 : 第6報 被験者実験による放射空調の評価(病院の省エネルギー・温熱環境,環境工学II)",川上 梨沙 / 吉澤 茂之 / 熊野 直人 / 瀬沼 央 / 辻 裕次 / 山口 一 / 町田 晃一 / 田辺 新一,437-438
2289,2011,"学術講演梗概集. D-2, 環境工学II, 熱, 湿気, 温熱感, 自然エネルギー, 気流・換気・排煙, 数値流体, 空気清浄, 暖冷房・空調, 熱源設備, 設備応用",2011,"41216 次世代型エコホスピタルに関する研究 : 第7報 被験者実験によるLEDパーソナル照明の評価(病院の省エネルギー・温熱環境,環境工学II)",中野 信哉 / 金川 満裕 / 大塚 俊裕 / 岩田 利枝,439-440
2290,2011,"学術講演梗概集. D-2, 環境工学II, 熱, 湿気, 温熱感, 自然エネルギー, 気流・換気・排煙, 数値流体, 空気清浄, 暖冷房・空調, 熱源設備, 設備応用",2011,"41217 指向性を有する再帰反射材の日射反射率の入射角依存性評価(日射遮蔽,環境工学II)",酒井 英樹 / 伊與田 浩志 / 永村 一雄 / 井川 憲男,441-442
2291,2011,"学術講演梗概集. D-2, 環境工学II, 熱, 湿気, 温熱感, 自然エネルギー, 気流・換気・排煙, 数値流体, 空気清浄, 暖冷房・空調, 熱源設備, 設備応用",2011,"41218 断熱材一体型遮熱塗装屋根の熱的性能に関する研究(日射遮蔽,環境工学II)",宋 城基,443-444
2292,2011,"学術講演梗概集. D-2, 環境工学II, 熱, 湿気, 温熱感, 自然エネルギー, 気流・換気・排煙, 数値流体, 空気清浄, 暖冷房・空調, 熱源設備, 設備応用",2011,"41219 蒸暑地域沖縄におけるRC造屋根の日射遮熱による温熱環境に関する研究 : その2 日射量による遮蔽材の比較分析(日射遮蔽,環境工学II)",野中 淳史 / 出口 清孝 / 朴 賛弼,445-446
2293,2011,"学術講演梗概集. D-2, 環境工学II, 熱, 湿気, 温熱感, 自然エネルギー, 気流・換気・排煙, 数値流体, 空気清浄, 暖冷房・空調, 熱源設備, 設備応用",2011,"41220 蒸暑地域沖縄におけるRC造屋根の日射遮熱による温熱環境に関する研究 : その3 遮熱塗料と遮熱炭酸カルジウムの効果について(日射遮蔽,環境工学II)",朴 賛弼 / 出口 清孝 / 野中 淳史,447-448
2294,2011,"学術講演梗概集. D-2, 環境工学II, 熱, 湿気, 温熱感, 自然エネルギー, 気流・換気・排煙, 数値流体, 空気清浄, 暖冷房・空調, 熱源設備, 設備応用",2011,"41221 学校屋上での高反射防水シートの反射率の実測(日射遮蔽,環境工学II)",袁 継輝 / 永村 一雄 / 酒井 英樹,449-450
2295,2011,"学術講演梗概集. D-2, 環境工学II, 熱, 湿気, 温熱感, 自然エネルギー, 気流・換気・排煙, 数値流体, 空気清浄, 暖冷房・空調, 熱源設備, 設備応用",2011,"41222 グラウンドカバー植物による屋上緑化の熱負荷低減効果(日射遮蔽,環境工学II)",北野 博亮 / 石川 幸雄 / 津田 その子,451-452
2296,2011,"学術講演梗概集. D-2, 環境工学II, 熱, 湿気, 温熱感, 自然エネルギー, 気流・換気・排煙, 数値流体, 空気清浄, 暖冷房・空調, 熱源設備, 設備応用",2011,"41223 丸太組工法の外壁の断熱性評価 その1 : 丸太組工法住宅用木材の物性値測定結果の報告(外皮の熱性能,環境工学II)",松下 勝久 / 水藤 聡 / 鈴木 大隆,453-454
2297,2011,"学術講演梗概集. D-2, 環境工学II, 熱, 湿気, 温熱感, 自然エネルギー, 気流・換気・排煙, 数値流体, 空気清浄, 暖冷房・空調, 熱源設備, 設備応用",2011,"41224 丸太組工法の外壁の断熱性評価 その2 : 丸太組工法外壁の熱貫流率計算方法(外皮の熱性能,環境工学II)",水藤 聡 / 松下 勝久 / 鈴木 大隆,455-456
2298,2011,"学術講演梗概集. D-2, 環境工学II, 熱, 湿気, 温熱感, 自然エネルギー, 気流・換気・排煙, 数値流体, 空気清浄, 暖冷房・空調, 熱源設備, 設備応用",2011,"41225 比較法による建物外皮の断熱性評価法の検討 : その1) 評価法概要及び実験室実験(外皮の熱性能,環境工学II)",田坂 太一 / 齋藤 宏昭 / 桑沢 保夫 / 佐藤 寛,457-458
